#OHare:2021utq
#mass, value
740.1959996915645, 7.196154459395665e-43
784.2822061337682, 7.580594370434296e-43
830.9941949353396, 7.987547943728855e-43
880.4883581643464, 8.420240621222024e-43
932.9304026284686, 8.87808675119701e-43
988.4959046625586, 9.363802966474907e-43
1047.3708979594508, 9.87894506391454e-43
1109.752496412072, 1.0424237008818444e-42
1175.849554052158, 1.1003137977223461e-42
1245.883364295008, 1.1615790792341424e-42
1320.0884008314194, 1.2265673504244103e-42
1398.7131026472387, 1.2954365547609368e-42
1482.02070579886, 1.3683608067903921e-42
1570.2901247293776, 1.445789595886148e-42
1663.8168860761307, 1.5277640887171367e-42
1762.914118095948, 1.6144614374317705e-42
1867.9135990207847, 1.7067801887834184e-42
1979.1668678535573, 1.8040694595990774e-42
2097.046401323235, 1.9076173151705117e-42
2221.946860939524, 2.0171458265961073e-42
2354.28641432242, 2.1333246013636445e-42
2494.5081352303164, 2.256298230312647e-42
2643.0814869741084, 2.3866703329679535e-42
2800.503894183631, 2.5248142567498554e-42
2967.3024081888725, 2.6711552910966127e-42
3144.0354715915, 2.8261332978536026e-42
3331.294787934677, 2.9904562166663115e-42
3529.70730273065, 3.164680574773728e-42
3739.9373024788015, 3.3489216758721296e-42
3962.6886387014783, 3.5446920014016335e-42
4198.707084443914, 3.751511301913156e-42
4448.782831127585, 3.97140408636124e-42
4713.753134116729, 4.2036115429676865e-42
4994.50511585514, 4.450427025676613e-42
5291.978735958447, 4.7111181616545256e-42
5607.1699382054585, 4.9880994899694366e-42
5941.133984965039, 5.281042093214333e-42
6294.988990221887, 5.5916777132945585e-42
6669.9196630301285, 5.920930145638842e-42
7067.181273927491, 6.269453127745767e-42
7488.10385759003, 6.639414559233183e-42
7934.096665797492, 7.030230007501551e-42
8406.652885618334, 7.445685752034228e-42
8907.354638610439, 7.88444519515799e-42
9437.878277775391, 8.350771794716339e-42
10000.0, 8.843765885325643e-42
