#XENON:2020gfr
#mass, value
3.0, 3.172251408861545e-42
4.0, 1.0579067472117706e-43
5.0, 1.4249481463896672e-44
6.0, 3.8524455304589174e-45
10.0, 4.364062257839269e-46
12.0, 2.7648501940673207e-46
