#OHare:2021utq
#mass, value
1.6308906755493326, 1.2248370335565371e-45
1.668956009978024, 1.1893714753429251e-45
1.7079097973894277, 1.1592948220627387e-45
1.747772774464681, 1.1332717394777226e-45
1.7885661618834618, 1.1127933677419008e-45
1.8303116756206121, 1.0958081360904723e-45
1.8730315385064376, 1.083583761438567e-45
1.916748492056815, 1.0737198955910488e-45
1.9614858085794304, 1.0665147635881586e-45
2.0072673035625694, 1.0624282284994805e-45
2.0541173483530644, 1.0599365086599985e-45
2.1020608831301586, 1.0601645213876111e-45
2.151123430182166, 1.0622772359498126e-45
2.201331107493031, 1.066261445247231e-45
2.2527106426459804, 1.0716238312568554e-45
2.3052893870517086, 1.0779392180450945e-45
2.359095330508635, 1.0860747979265083e-45
2.414157116103019, 1.0950963950225006e-45
2.4705040554568254, 1.105114532515167e-45
2.5281661443314993, 1.1164342891701545e-45
2.5871740785959227, 1.1283843986365379e-45
2.6475592705670667, 1.141711955133272e-45
2.7093538657320515, 1.1553057633970937e-45
2.7725907598604826, 1.1691550455514099e-45
2.837303616516213, 1.1846336795002377e-45
2.903526884977814, 1.1992833410008837e-45
2.971295818577334, 1.2154992855854024e-45
3.040646493467067, 1.2319716823961757e-45
3.1116158278243615, 1.2483050329696204e-45
3.184241601504653, 1.2647734526210201e-45
3.258562476153225, 1.2818065808449623e-45
3.3346180157863645, 1.2982916526122441e-45
3.4124487078528896, 1.3147977185994936e-45
3.4920959847872712, 1.3322693914007157e-45
3.5736022460657866, 1.3480467448586772e-45
3.6570108807774915, 1.3641209000117995e-45
3.742366290721981, 1.3798996485508969e-45
3.829713914046281, 1.3942543081849686e-45
3.919100249433404, 1.4089953353169224e-45
4.010572880855496, 1.422052312250677e-45
4.104180502904709, 1.4347462347906237e-45
4.199972946715304, 1.445827796678185e-45
4.298001206490796, 1.456189222318084e-45
4.398317466650224, 1.4638397535554256e-45
4.5009751296080465, 1.4706773389737488e-45
4.606028844202401, 1.4758655733139302e-45
4.713534534786909, 1.4780456191226026e-45
4.823549431001467, 1.4778692228784053e-45
4.936132098237917, 1.4747923795530054e-45
5.051342468816764, 1.4689819751541255e-45
5.169241873891599, 1.4591422956611144e-45
5.289893076098151, 1.446199991806175e-45
5.413360302965378, 1.427730291905947e-45
5.539709281106403, 1.4043798946078663e-45
5.669007271207434, 1.3737580249400272e-45
5.801323103833378, 1.3363102099694997e-45
5.936727216069123, 1.2898994100367043e-45
6.075291689016074, 1.2334941726410508e-45
6.217090286163827, 1.1636662931296233e-45
6.362198492657488, 1.078386599827628e-45
6.510693555481458, 9.783426725930818e-46
6.66265452458115, 8.649750119469993e-46
6.81816229494448, 7.446192704037553e-46
6.977299649665534, 6.206248474837855e-46
7.1401513040134, 4.958875147817964e-46
7.3068039505295, 3.7395292720668915e-46
7.477346305177588, 2.550868195194286e-46
7.6518691545708215, 5.470587113694405e-47
7.8304654043011865, 3.7369417185894263e-47
8.013230128396886, 2.853181756676871e-47
8.20026061993413, 2.2466177296800386e-47
8.391656442830158, 1.7980968550933446e-47
8.58751948484517, 1.4549633849351163e-47
8.78795401182132, 1.1874240818030458e-47
8.993066723187619, 9.76251560648133e-48
9.202966808760415, 8.084704892086962e-48
9.417766006869519, 6.738739945061139e-48
9.637578663841088, 5.654210170048906e-48
9.86252179486878, 4.77386012022139e-48
10.092715146305707, 4.0559581272293686e-48
10.328281259410286, 3.46542710510354e-48
10.569345535579883, 2.978420805612776e-48
10.816036303107094, 2.5737913197375306e-48
11.06848488549412, 2.2368218725160348e-48
11.326825671361538, 1.9561836470610315e-48
11.591196185988856, 1.7208359366903863e-48
11.86173716452478, 1.5231512678476758e-48
12.138592626906277, 1.3559317947875287e-48
12.421909954526175, 1.2144275323394697e-48
12.711839968690288, 1.0937084075493835e-48
13.008537010905705, 9.913380323803394e-49
13.312159025043076, 9.039829082100416e-49
13.622867641416468, 8.295222713251966e-49
13.940828262825772, 7.660709575406775e-49
