,Er,NU_E,NU_E_BAR,NU_X+NU_X_BAR,Total
60,12.121212121212121,0.009842604266981548,0.02344435638533631,0.10506654123478812,0.13835350188710596
61,12.323232323232324,0.009256340921874074,0.022197628408999307,0.09977724071094794,0.13123121004182134
62,12.525252525252524,0.008706077837859002,0.021018739234623263,0.09476206302678401,0.12448688009926628
63,12.727272727272727,0.008186837821231896,0.01989873291068375,0.08998553366914053,0.11807110440105616
64,12.929292929292929,0.007711832263496476,0.018862277430191626,0.08554627266352793,0.11212038235721605
65,13.131313131313131,0.00725650611869255,0.01786475832510789,0.08126719021707228,0.10638845466087271
66,13.333333333333334,0.006840910588514825,0.0169434591658773,0.07729722752922213,0.10108159728361427
67,13.535353535353535,0.006445566333088209,0.016062656443896584,0.07349421504490657,0.09600243782189137
68,13.737373737373737,0.00607698764843995,0.015234580869666623,0.06990714154845429,0.09121871006656086
69,13.93939393939394,0.005733018564734813,0.014455683568448585,0.06652238151199241,0.08671108364517581
70,14.141414141414142,0.005405995883474685,0.013711281261700495,0.06328071538779831,0.08239799253297349
71,14.343434343434343,0.005106082752091884,0.013021422698202915,0.060263684823396016,0.0783911902736908
72,14.545454545454545,0.004816410880243548,0.012353327927738817,0.057338529321638076,0.07450826812962043
73,14.747474747474747,0.004553720777219314,0.011740134365878218,0.0546402098940661,0.07093406503716364
74,14.94949494949495,0.004299775166814503,0.011145949046843509,0.05202277946074365,0.06746850367440166
75,15.15151515151515,0.004066391804111317,0.010594430775261567,0.049582948957905944,0.06424377153727882
76,15.353535353535353,0.003843277805740894,0.010065116138167312,0.04723723946863091,0.06114563341253912
77,15.555555555555555,0.0036358425559722086,0.00956898972237651,0.04503075863048847,0.05823559090883719
78,15.757575757575758,0.00343937854959472,0.00909667382499208,0.04292523036310946,0.055461282737696266
79,15.959595959595958,0.0032549275040414066,0.008650303480435956,0.040929440030419664,0.05283467101489703
80,16.161616161616163,0.003081538152047867,0.008228128214613864,0.03903645415842517,0.0503461205250869
81,16.363636363636363,0.002917454664945427,0.007826458403739764,0.03723092747562612,0.04797484054431131
82,16.565656565656564,0.002764080271232376,0.0074484464201098,0.035526253320652935,0.045738780011995106
83,16.767676767676768,0.0026180533239300173,0.0070869415134661344,0.03389257296174566,0.04359756779914181
84,16.96969696969697,0.0024820728732536817,0.006747880518337235,0.03235495725615255,0.04158491064774346
85,17.171717171717173,0.0023520605325091275,0.0064224707766770825,0.03087651512543522,0.039651046434621424
86,17.373737373737374,0.002231226347412065,0.006117812973073329,0.029487305597464885,0.03783634491795028
87,17.575757575757574,0.0021154236837857827,0.0058248461855496935,0.028149122718058528,0.036089392587394006
88,17.77777777777778,0.0020078059455695837,0.005550620909382558,0.0268919392473126,0.03445036610226474
89,17.97979797979798,0.0019046168578876828,0.005286819092866287,0.025680503784645214,0.03287193973539918
90,18.18181818181818,0.0018085565013426076,0.005039556940321954,0.02454095119921002,0.03138906464087458
91,18.383838383838384,0.0017165689630069393,0.00480197756750015,0.023444072776760517,0.029962619307267607
92,18.585858585858585,0.0016306376786539424,0.0045786445248060074,0.022409490088415272,0.02861877229187522
93,18.78787878787879,0.00154860198249763,0.004364645804782898,0.021416168741545876,0.0273294165288264
94,18.98989898989899,0.0014715682507240333,0.004162586080166149,0.020475410253627264,0.026109564584517447
95,19.19191919191919,0.0013983778822800619,0.003969795865469536,0.019575718536481265,0.024943892284230863
96,19.393939393939394,0.001329178125892171,0.0037866822884834645,0.018718962820400042,0.02383482323477568
97,19.595959595959595,0.0012638529413545698,0.003612970227288969,0.017903939732607344,0.022780762901250882
98,19.7979797979798,0.0012015670209442328,0.0034467612255478833,0.017122522962763398,0.021770851209255513
99,20.0,0.0011432384466214512,0.003290213818118807,0.01638407849887177,0.02081753076361203
