LECROYHDO6104A	50809	Waveform
Segments	1	SegmentSize	2502
Segment	TrigTime	TimeSinceSegment1
#1	19-Dec-2022 19:43:41	0                 
Time	Ampl
-2.501872e-06	-0.0193024
-2.499872e-06	-0.0195584
-2.497872e-06	-0.0193792
-2.495872e-06	-0.0192256
-2.493872e-06	-0.0191488
-2.491872e-06	-0.019072
-2.489872e-06	-0.019072
-2.487872e-06	-0.0190464
-2.485872e-06	-0.0192256
-2.483872e-06	-0.019072
-2.481872e-06	-0.018816
-2.479872e-06	-0.0190976
-2.477872e-06	-0.0189952
-2.475872e-06	-0.0191232
-2.473872e-06	-0.0188928
-2.471872e-06	-0.018816
-2.469872e-06	-0.0185344
-2.467872e-06	-0.0185344
-2.465872e-06	-0.0182784
-2.463872e-06	-0.0182272
-2.461872e-06	-0.0180992
-2.459872e-06	-0.0180992
-2.457872e-06	-0.0178688
-2.455872e-06	-0.018048
-2.453872e-06	-0.0179456
-2.451872e-06	-0.0179968
-2.449872e-06	-0.0173824
-2.447872e-06	-0.017408
-2.445872e-06	-0.0173824
-2.443872e-06	-0.0171264
-2.441872e-06	-0.0170496
-2.439872e-06	-0.017024
-2.437872e-06	-0.0172544
-2.435872e-06	-0.0173824
-2.433872e-06	-0.01728
-2.431872e-06	-0.0174592
-2.429872e-06	-0.0177408
-2.427872e-06	-0.0178176
-2.425872e-06	-0.0176384
-2.423872e-06	-0.0181248
-2.421872e-06	-0.018176
-2.419872e-06	-0.0180736
-2.417872e-06	-0.0181248
-2.415872e-06	-0.0181504
-2.413872e-06	-0.0180736
-2.411872e-06	-0.0181504
-2.409872e-06	-0.0180992
-2.407872e-06	-0.017792
-2.405872e-06	-0.0174848
-2.403872e-06	-0.0176896
-2.401872e-06	-0.017536
-2.399872e-06	-0.0174848
-2.397872e-06	-0.017536
-2.395872e-06	-0.0176128
-2.393872e-06	-0.017536
-2.391872e-06	-0.0176384
-2.389872e-06	-0.0177664
-2.387872e-06	-0.017792
-2.385872e-06	-0.0177152
-2.383872e-06	-0.017664
-2.381872e-06	-0.0174848
-2.379872e-06	-0.017792
-2.377872e-06	-0.0178432
-2.375872e-06	-0.0178432
-2.373872e-06	-0.0179456
-2.371872e-06	-0.0182016
-2.369872e-06	-0.0185088
-2.367872e-06	-0.0183552
-2.365872e-06	-0.018176
-2.363872e-06	-0.01856
-2.361872e-06	-0.0183296
-2.359872e-06	-0.0184064
-2.357872e-06	-0.0184576
-2.355872e-06	-0.018688
-2.353872e-06	-0.0186368
-2.351872e-06	-0.0187648
-2.349872e-06	-0.0186112
-2.347872e-06	-0.0185856
-2.345872e-06	-0.0186112
-2.343872e-06	-0.0185344
-2.341872e-06	-0.018688
-2.339872e-06	-0.0183552
-2.337872e-06	-0.0183296
-2.335872e-06	-0.0180736
-2.333872e-06	-0.0179712
-2.331872e-06	-0.0179712
-2.329872e-06	-0.018048
-2.327872e-06	-0.018048
-2.325872e-06	-0.0179968
-2.323872e-06	-0.0180224
-2.321872e-06	-0.0180992
-2.319872e-06	-0.01792
-2.317872e-06	-0.0179456
-2.315872e-06	-0.0180736
-2.313872e-06	-0.0179456
-2.311872e-06	-0.018048
-2.309872e-06	-0.0179712
-2.307872e-06	-0.018176
-2.305872e-06	-0.01792
-2.303872e-06	-0.0180736
-2.301872e-06	-0.0181504
-2.299872e-06	-0.0185088
-2.297872e-06	-0.0182528
-2.295872e-06	-0.0184832
-2.293872e-06	-0.0187648
-2.291872e-06	-0.018944
-2.289872e-06	-0.019072
-2.287872e-06	-0.0192
-2.285872e-06	-0.0193792
-2.283872e-06	-0.019328
-2.281872e-06	-0.0192512
-2.279872e-06	-0.0193536
-2.277872e-06	-0.0192768
-2.275872e-06	-0.019456
-2.273872e-06	-0.019456
-2.271872e-06	-0.0193792
-2.269872e-06	-0.0192512
-2.267872e-06	-0.0190976
-2.265872e-06	-0.0189696
-2.263872e-06	-0.019072
-2.261872e-06	-0.0191232
-2.259872e-06	-0.0193024
-2.257872e-06	-0.019456
-2.255872e-06	-0.0194048
-2.253872e-06	-0.019328
-2.251872e-06	-0.019584
-2.249872e-06	-0.0195072
-2.247872e-06	-0.0194816
-2.245872e-06	-0.0193536
-2.243872e-06	-0.0190208
-2.241872e-06	-0.0186368
-2.239872e-06	-0.0189696
-2.237872e-06	-0.0189952
-2.235872e-06	-0.0187648
-2.233872e-06	-0.0184064
-2.231872e-06	-0.0182272
-2.229872e-06	-0.0183296
-2.227872e-06	-0.0181504
-2.225872e-06	-0.017792
-2.223872e-06	-0.0176384
-2.221872e-06	-0.0174592
-2.219872e-06	-0.0176384
-2.217872e-06	-0.0175104
-2.215872e-06	-0.0176384
-2.213872e-06	-0.0174336
-2.211872e-06	-0.0174848
-2.209872e-06	-0.0172544
-2.207872e-06	-0.017664
-2.205872e-06	-0.0178176
-2.203872e-06	-0.0178432
-2.201872e-06	-0.0177664
-2.199872e-06	-0.0176384
-2.197872e-06	-0.0178176
-2.195872e-06	-0.0182272
-2.193872e-06	-0.0181504
-2.191872e-06	-0.018304
-2.189872e-06	-0.0179456
-2.187872e-06	-0.0180736
-2.185872e-06	-0.0180736
-2.183872e-06	-0.0180992
-2.181872e-06	-0.018176
-2.179872e-06	-0.0184832
-2.177872e-06	-0.0186112
-2.175872e-06	-0.0186368
-2.173872e-06	-0.0186624
-2.171872e-06	-0.0193024
-2.169872e-06	-0.0192256
-2.167872e-06	-0.0195584
-2.165872e-06	-0.0195584
-2.163872e-06	-0.019968
-2.161872e-06	-0.01984
-2.159872e-06	-0.0199424
-2.157872e-06	-0.0201472
-2.155872e-06	-0.0199424
-2.153872e-06	-0.019712
-2.151872e-06	-0.0196608
-2.149872e-06	-0.0197888
-2.147872e-06	-0.0199936
-2.145872e-06	-0.01984
-2.143872e-06	-0.020224
-2.141872e-06	-0.0203008
-2.139872e-06	-0.02048
-2.137872e-06	-0.0203776
-2.135872e-06	-0.0203776
-2.133872e-06	-0.0204544
-2.131872e-06	-0.0208128
-2.129872e-06	-0.0206848
-2.127872e-06	-0.0208384
-2.125872e-06	-0.020864
-2.123872e-06	-0.0210688
-2.121872e-06	-0.0208384
-2.119872e-06	-0.0209664
-2.117872e-06	-0.0211968
-2.115872e-06	-0.0217344
-2.113872e-06	-0.0218368
-2.111872e-06	-0.022016
-2.109872e-06	-0.0219648
-2.107872e-06	-0.0220928
-2.105872e-06	-0.0218368
-2.103872e-06	-0.0217344
-2.101872e-06	-0.0218368
-2.099872e-06	-0.0218624
-2.097872e-06	-0.0213248
-2.095872e-06	-0.0210688
-2.093872e-06	-0.0205568
-2.091872e-06	-0.0205312
-2.089872e-06	-0.0201728
-2.087872e-06	-0.0197376
-2.085872e-06	-0.0196352
-2.083872e-06	-0.0196096
-2.081872e-06	-0.019328
-2.079872e-06	-0.019072
-2.077872e-06	-0.0189696
-2.075872e-06	-0.018816
-2.073872e-06	-0.0187136
-2.071872e-06	-0.018304
-2.069872e-06	-0.018176
-2.067872e-06	-0.0181504
-2.065872e-06	-0.0180736
-2.063872e-06	-0.018176
-2.061872e-06	-0.0179712
-2.059872e-06	-0.0180736
-2.057872e-06	-0.0182016
-2.055872e-06	-0.018304
-2.053872e-06	-0.0182016
-2.051872e-06	-0.0178944
-2.049872e-06	-0.0179968
-2.047872e-06	-0.0179968
-2.045872e-06	-0.0178944
-2.043872e-06	-0.0177664
-2.041872e-06	-0.0174592
-2.039872e-06	-0.017408
-2.037872e-06	-0.0171776
-2.035872e-06	-0.017152
-2.033872e-06	-0.0172544
-2.031872e-06	-0.0177408
-2.029872e-06	-0.0178176
-2.027872e-06	-0.01792
-2.025872e-06	-0.017792
