LECROYHDO6104A	50809	Waveform
Segments	1	SegmentSize	2502
Segment	TrigTime	TimeSinceSegment1
#1	19-Dec-2022 19:46:47	0                 
Time	Ampl
-2.500096e-06	-0.023408
-2.498096e-06	-0.0224
-2.496096e-06	-0.0224
-2.494096e-06	-0.023408
-2.492096e-06	-0.023408
-2.490096e-06	-0.022736
-2.488096e-06	-0.023408
-2.486096e-06	-0.023072
-2.484096e-06	-0.020048
-2.482096e-06	-0.021728
-2.480096e-06	-0.023408
-2.478096e-06	-0.022064
-2.476096e-06	-0.022736
-2.474096e-06	-0.0224
-2.472096e-06	-0.022736
-2.470096e-06	-0.0224
-2.468096e-06	-0.0224
-2.466096e-06	-0.024416
-2.464096e-06	-0.022736
-2.462096e-06	-0.0224
-2.460096e-06	-0.024416
-2.458096e-06	-0.0224
-2.456096e-06	-0.0224
-2.454096e-06	-0.0224
-2.452096e-06	-0.023408
-2.450096e-06	-0.023408
-2.448096e-06	-0.023408
-2.446096e-06	-0.024752
-2.444096e-06	-0.023072
-2.442096e-06	-0.022736
-2.440096e-06	-0.021728
-2.438096e-06	-0.021392
-2.436096e-06	-0.023072
-2.434096e-06	-0.024416
-2.432096e-06	-0.0224
-2.430096e-06	-0.022064
-2.428096e-06	-0.0224
-2.426096e-06	-0.023072
-2.424096e-06	-0.023744
-2.422096e-06	-0.022736
-2.420096e-06	-0.025424
-2.418096e-06	-0.02408
-2.416096e-06	-0.022064
-2.414096e-06	-0.024416
-2.412096e-06	-0.025424
-2.410096e-06	-0.02576
-2.408096e-06	-0.02408
-2.406096e-06	-0.026096
-2.404096e-06	-0.02408
-2.402096e-06	-0.024752
-2.400096e-06	-0.02576
-2.398096e-06	-0.0224
-2.396096e-06	-0.023072
-2.394096e-06	-0.024416
-2.392096e-06	-0.02576
-2.390096e-06	-0.025088
-2.388096e-06	-0.026432
-2.386096e-06	-0.02576
-2.384096e-06	-0.026096
-2.382096e-06	-0.023408
-2.380096e-06	-0.026432
-2.378096e-06	-0.024416
-2.376096e-06	-0.025424
-2.374096e-06	-0.024752
-2.372096e-06	-0.025424
-2.370096e-06	-0.026096
-2.368096e-06	-0.025424
-2.366096e-06	-0.026432
-2.364096e-06	-0.026432
-2.362096e-06	-0.02576
-2.360096e-06	-0.02576
-2.358096e-06	-0.024416
-2.356096e-06	-0.026096
-2.354096e-06	-0.026432
-2.352096e-06	-0.026096
-2.350096e-06	-0.024752
-2.348096e-06	-0.02408
-2.346096e-06	-0.026768
-2.344096e-06	-0.024752
-2.342096e-06	-0.023744
-2.340096e-06	-0.026432
-2.338096e-06	-0.026096
-2.336096e-06	-0.026432
-2.334096e-06	-0.023408
-2.332096e-06	-0.024752
-2.330096e-06	-0.025424
-2.328096e-06	-0.025088
-2.326096e-06	-0.024416
-2.324096e-06	-0.024416
-2.322096e-06	-0.023408
-2.320096e-06	-0.022736
-2.318096e-06	-0.022064
-2.316096e-06	-0.025424
-2.314096e-06	-0.02576
-2.312096e-06	-0.024416
-2.310096e-06	-0.021728
-2.308096e-06	-0.023072
-2.306096e-06	-0.024416
-2.304096e-06	-0.02408
-2.302096e-06	-0.022736
-2.300096e-06	-0.02408
-2.298096e-06	-0.022736
-2.296096e-06	-0.023408
-2.294096e-06	-0.02408
-2.292096e-06	-0.022736
-2.290096e-06	-0.023072
-2.288096e-06	-0.024752
-2.286096e-06	-0.023072
-2.284096e-06	-0.023744
-2.282096e-06	-0.021392
-2.280096e-06	-0.022736
-2.278096e-06	-0.0224
-2.276096e-06	-0.02408
-2.274096e-06	-0.022064
-2.272096e-06	-0.020384
-2.270096e-06	-0.021392
-2.268096e-06	-0.022064
-2.266096e-06	-0.022064
-2.264096e-06	-0.022064
-2.262096e-06	-0.021728
-2.260096e-06	-0.0224
-2.258096e-06	-0.023408
-2.256096e-06	-0.020384
-2.254096e-06	-0.021392
-2.252096e-06	-0.021056
-2.250096e-06	-0.021056
-2.248096e-06	-0.023744
-2.246096e-06	-0.0224
-2.244096e-06	-0.023408
-2.242096e-06	-0.021728
-2.240096e-06	-0.021392
-2.238096e-06	-0.021728
-2.236096e-06	-0.022736
-2.234096e-06	-0.021728
-2.232096e-06	-0.023072
-2.230096e-06	-0.0224
-2.228096e-06	-0.0224
-2.226096e-06	-0.023408
-2.224096e-06	-0.022064
-2.222096e-06	-0.02408
-2.220096e-06	-0.023408
-2.218096e-06	-0.023072
-2.216096e-06	-0.023744
-2.214096e-06	-0.023408
-2.212096e-06	-0.023408
-2.210096e-06	-0.025424
-2.208096e-06	-0.025424
-2.206096e-06	-0.026432
-2.204096e-06	-0.025424
-2.202096e-06	-0.02408
-2.200096e-06	-0.023744
-2.198096e-06	-0.025088
-2.196096e-06	-0.02408
-2.194096e-06	-0.023072
-2.192096e-06	-0.023408
-2.190096e-06	-0.025088
-2.188096e-06	-0.023408
-2.186096e-06	-0.022736
-2.184096e-06	-0.02408
-2.182096e-06	-0.02576
-2.180096e-06	-0.024752
-2.178096e-06	-0.021728
-2.176096e-06	-0.023072
-2.174096e-06	-0.02408
-2.172096e-06	-0.02408
-2.170096e-06	-0.023744
-2.168096e-06	-0.023744
-2.166096e-06	-0.025424
-2.164096e-06	-0.022736
-2.162096e-06	-0.0224
-2.160096e-06	-0.02408
-2.158096e-06	-0.023744
-2.156096e-06	-0.022736
-2.154096e-06	-0.024416
-2.152096e-06	-0.02408
-2.150096e-06	-0.023072
-2.148096e-06	-0.025088
-2.146096e-06	-0.026096
-2.144096e-06	-0.025424
-2.142096e-06	-0.02408
-2.140096e-06	-0.025424
-2.138096e-06	-0.025424
-2.136096e-06	-0.024752
-2.134096e-06	-0.025424
-2.132096e-06	-0.026096
-2.130096e-06	-0.023408
-2.128096e-06	-0.024752
-2.126096e-06	-0.024416
-2.124096e-06	-0.023072
-2.122096e-06	-0.023072
-2.120096e-06	-0.023408
-2.118096e-06	-0.024752
-2.116096e-06	-0.024752
-2.114096e-06	-0.025424
-2.112096e-06	-0.024752
-2.110096e-06	-0.025424
-2.108096e-06	-0.025424
-2.106096e-06	-0.023072
-2.104096e-06	-0.025088
-2.102096e-06	-0.021728
-2.100096e-06	-0.024752
-2.098096e-06	-0.023408
-2.096096e-06	-0.025088
-2.094096e-06	-0.023408
-2.092096e-06	-0.0224
-2.090096e-06	-0.023408
-2.088096e-06	-0.023744
-2.086096e-06	-0.023744
-2.084096e-06	-0.021392
-2.082096e-06	-0.022064
-2.080096e-06	-0.024416
-2.078096e-06	-0.021728
-2.076096e-06	-0.0224
-2.074096e-06	-0.021728
-2.072096e-06	-0.021728
-2.070096e-06	-0.021056
-2.068096e-06	-0.022064
-2.066096e-06	-0.021392
-2.064096e-06	-0.022736
-2.062096e-06	-0.022064
-2.060096e-06	-0.025424
-2.058096e-06	-0.0224
-2.056096e-06	-0.02408
-2.054096e-06	-0.023744
-2.052096e-06	-0.02576
-2.050096e-06	-0.023072
-2.048096e-06	-0.0224
-2.046096e-06	-0.023408
-2.044096e-06	-0.024752
-2.042096e-06	-0.023744
-2.040096e-06	-0.022736
-2.038096e-06	-0.023072
-2.036096e-06	-0.023072
-2.034096e-06	-0.0224
-2.032096e-06	-0.024752
-2.030096e-06	-0.024416
-2.028096e-06	-0.023408
-2.026096e-06	-0.023408
-2.024096e-06	-0.023744
-2.022096e-06	-0.02408
-2.020096e-06	-0.02408
-2.018096e-06	-0.02408
-2.016096e-06	-0.024752
-2.014096e-06	-0.02408
-2.012096e-06	-0.02072
-2.010096e-06	-0.023744
-2.008096e-06	-0.021056
-2.006096e-06	-0.02072
-2.004096e-06	-0.0224
-2.002096e-06	-0.023072
-2.000096e-06	-0.025424
-1.998096e-06	-0.023408
-1.996096e-06	-0.026432
-1.994096e-06	-0.02408
-1.992096e-06	-0.021728
-1.990096e-06	-0.021056
-1.988096e-06	-0.026432
-1.986096e-06	-0.026768
-1.984096e-06	-0.024752
-1.982096e-06	-0.025424
-1.980096e-06	-0.025088
-1.978096e-06	-0.02408
-1.976096e-06	-0.023072
-1.974096e-06	-0.023072
-1.972096e-06	-0.023744
-1.970096e-06	-0.023744
-1.968096e-06	-0.024416
-1.966096e-06	-0.025088
-1.964096e-06	-0.02408
-1.962096e-06	-0.023072
-1.960096e-06	-0.022736
-1.958096e-06	-0.024416
-1.956096e-06	-0.025424
-1.954096e-06	-0.0224
-1.952096e-06	-0.021056
-1.950096e-06	-0.023072
-1.948096e-06	-0.023072
-1.946096e-06	-0.02072
-1.944096e-06	-0.021728
-1.942096e-06	-0.023408
-1.940096e-06	-0.02408
-1.938096e-06	-0.021728
-1.936096e-06	-0.022736
-1.934096e-06	-0.019376
-1.932096e-06	-0.019712
-1.930096e-06	-0.021056
-1.928096e-06	-0.021728
-1.926096e-06	-0.021392
-1.924096e-06	-0.021392
-1.922096e-06	-0.021056
-1.920096e-06	-0.0224
-1.918096e-06	-0.02072
-1.916096e-06	-0.022064
-1.914096e-06	-0.02072
-1.912096e-06	-0.021728
-1.910096e-06	-0.021056
-1.908096e-06	-0.020384
-1.906096e-06	-0.022064
-1.904096e-06	-0.020384
-1.902096e-06	-0.0224
-1.900096e-06	-0.0224
-1.898096e-06	-0.020384
-1.896096e-06	-0.024416
-1.894096e-06	-0.022064
-1.892096e-06	-0.020384
-1.890096e-06	-0.021728
-1.888096e-06	-0.0224
-1.886096e-06	-0.025424
-1.884096e-06	-0.02408
-1.882096e-06	-0.023744
-1.880096e-06	-0.024416
-1.878096e-06	-0.025088
-1.876096e-06	-0.023072
-1.874096e-06	-0.0224
-1.872096e-06	-0.02408
-1.870096e-06	-0.022736
-1.868096e-06	-0.022736
-1.866096e-06	-0.024416
-1.864096e-06	-0.023072
-1.862096e-06	-0.021728
-1.860096e-06	-0.023072
-1.858096e-06	-0.024416
-1.856096e-06	-0.023408
-1.854096e-06	-0.024416
-1.852096e-06	-0.025088
-1.850096e-06	-0.023408
-1.848096e-06	-0.024416
-1.846096e-06	-0.023744
-1.844096e-06	-0.023408
-1.842096e-06	-0.024416
-1.840096e-06	-0.026096
-1.838096e-06	-0.024416
-1.836096e-06	-0.026096
-1.834096e-06	-0.024416
-1.832096e-06	-0.023408
-1.830096e-06	-0.024416
-1.828096e-06	-0.02408
-1.826096e-06	-0.023744
-1.824096e-06	-0.021728
-1.822096e-06	-0.023408
-1.820096e-06	-0.022064
-1.818096e-06	-0.02576
-1.816096e-06	-0.022064
-1.814096e-06	-0.023744
-1.812096e-06	-0.026096
-1.810096e-06	-0.025424
-1.808096e-06	-0.025088
-1.806096e-06	-0.024752
-1.804096e-06	-0.025088
-1.802096e-06	-0.02576
-1.800096e-06	-0.0224
-1.798096e-06	-0.021728
-1.796096e-06	-0.022064
-1.794096e-06	-0.026096
-1.792096e-06	-0.02408
-1.790096e-06	-0.023744
-1.788096e-06	-0.0224
-1.786096e-06	-0.0224
-1.784096e-06	-0.02072
-1.782096e-06	-0.020384
-1.780096e-06	-0.021392
-1.778096e-06	-0.023744
-1.776096e-06	-0.022064
-1.774096e-06	-0.023408
-1.772096e-06	-0.023072
-1.770096e-06	-0.018704
-1.768096e-06	-0.023408
-1.766096e-06	-0.021728
-1.764096e-06	-0.024416
-1.762096e-06	-0.022064
-1.760096e-06	-0.022064
-1.758096e-06	-0.021728
-1.756096e-06	-0.02408
-1.754096e-06	-0.022736
-1.752096e-06	-0.023408
-1.750096e-06	-0.0224
-1.748096e-06	-0.023072
-1.746096e-06	-0.021728
-1.744096e-06	-0.024416
-1.742096e-06	-0.024416
-1.740096e-06	-0.023744
-1.738096e-06	-0.022736
-1.736096e-06	-0.0224
-1.734096e-06	-0.02072
-1.732096e-06	-0.0224
-1.730096e-06	-0.022736
-1.728096e-06	-0.0224
-1.726096e-06	-0.021728
-1.724096e-06	-0.024752
-1.722096e-06	-0.023744
-1.720096e-06	-0.02072
-1.718096e-06	-0.018704
-1.716096e-06	-0.0224
-1.714096e-06	-0.022736
-1.712096e-06	-0.023744
-1.710096e-06	-0.021056
-1.708096e-06	-0.021728
-1.706096e-06	-0.021728
-1.704096e-06	-0.021728
-1.702096e-06	-0.023072
-1.700096e-06	-0.022736
-1.698096e-06	-0.021056
-1.696096e-06	-0.019376
-1.694096e-06	-0.019712
-1.692096e-06	-0.02072
-1.690096e-06	-0.0224
-1.688096e-06	-0.02408
-1.686096e-06	-0.021728
-1.684096e-06	-0.021056
-1.682096e-06	-0.022736
-1.680096e-06	-0.022736
-1.678096e-06	-0.022736
-1.676096e-06	-0.023072
-1.674096e-06	-0.024416
-1.672096e-06	-0.023408
-1.670096e-06	-0.023744
-1.668096e-06	-0.0224
-1.666096e-06	-0.022736
-1.664096e-06	-0.023408
-1.662096e-06	-0.023744
-1.660096e-06	-0.023072
-1.658096e-06	-0.023072
-1.656096e-06	-0.021056
-1.654096e-06	-0.023408
-1.652096e-06	-0.021728
-1.650096e-06	-0.022736
-1.648096e-06	-0.0224
-1.646096e-06	-0.022736
-1.644096e-06	-0.022064
-1.642096e-06	-0.021392
-1.640096e-06	-0.021392
-1.638096e-06	-0.02072
-1.636096e-06	-0.021392
-1.634096e-06	-0.021728
-1.632096e-06	-0.023072
-1.630096e-06	-0.020048
-1.628096e-06	-0.022064
-1.626096e-06	-0.02072
-1.624096e-06	-0.020384
-1.622096e-06	-0.020384
-1.620096e-06	-0.020384
-1.618096e-06	-0.022064
-1.616096e-06	-0.022064
-1.614096e-06	-0.021056
-1.612096e-06	-0.019712
-1.610096e-06	-0.021056
-1.608096e-06	-0.021728
-1.606096e-06	-0.021392
-1.604096e-06	-0.0224
-1.602096e-06	-0.02072
-1.600096e-06	-0.019376
-1.598096e-06	-0.021728
-1.596096e-06	-0.022064
-1.594096e-06	-0.022064
-1.592096e-06	-0.022736
-1.590096e-06	-0.0224
-1.588096e-06	-0.021728
-1.586096e-06	-0.022064
-1.584096e-06	-0.021056
-1.582096e-06	-0.020384
-1.580096e-06	-0.020048
-1.578096e-06	-0.021728
-1.576096e-06	-0.021056
-1.574096e-06	-0.021728
-1.572096e-06	-0.023072
-1.570096e-06	-0.023408
-1.568096e-06	-0.021392
-1.566096e-06	-0.021056
-1.564096e-06	-0.022736
-1.562096e-06	-0.021728
-1.560096e-06	-0.02072
-1.558096e-06	-0.0224
-1.556096e-06	-0.019712
-1.554096e-06	-0.020384
-1.552096e-06	-0.021056
-1.550096e-06	-0.021392
-1.548096e-06	-0.025424
-1.546096e-06	-0.023408
-1.544096e-06	-0.021392
-1.542096e-06	-0.021728
-1.540096e-06	-0.025088
-1.538096e-06	-0.022736
-1.536096e-06	-0.023744
-1.534096e-06	-0.021056
-1.532096e-06	-0.023744
-1.530096e-06	-0.021056
-1.528096e-06	-0.023408
-1.526096e-06	-0.024752
-1.524096e-06	-0.023744
-1.522096e-06	-0.023408
-1.520096e-06	-0.022736
-1.518096e-06	-0.024416
-1.516096e-06	-0.023072
-1.514096e-06	-0.023744
-1.512096e-06	-0.02408
-1.510096e-06	-0.022736
-1.508096e-06	-0.023072
-1.506096e-06	-0.023744
-1.504096e-06	-0.025088
-1.502096e-06	-0.022736
-1.500096e-06	-0.023408
-1.498096e-06	-0.023744
-1.496096e-06	-0.023744
-1.494096e-06	-0.025424
-1.492096e-06	-0.022064
-1.490096e-06	-0.023744
-1.488096e-06	-0.024752
-1.486096e-06	-0.023408
-1.484096e-06	-0.025424
-1.482096e-06	-0.021728
-1.480096e-06	-0.023408
-1.478096e-06	-0.023072
-1.476096e-06	-0.026096
-1.474096e-06	-0.024752
-1.472096e-06	-0.026096
-1.470096e-06	-0.025088
-1.468096e-06	-0.026768
-1.466096e-06	-0.025424
-1.464096e-06	-0.02576
-1.462096e-06	-0.02408
-1.460096e-06	-0.027104
-1.458096e-06	-0.025424
-1.456096e-06	-0.026432
-1.454096e-06	-0.026768
-1.452096e-06	-0.026432
-1.450096e-06	-0.024416
-1.448096e-06	-0.025088
-1.446096e-06	-0.025424
-1.444096e-06	-0.026768
-1.442096e-06	-0.026768
-1.440096e-06	-0.02576
-1.438096e-06	-0.025424
-1.436096e-06	-0.029456
-1.434096e-06	-0.023072
-1.432096e-06	-0.025088
-1.430096e-06	-0.025424
-1.428096e-06	-0.028112
-1.426096e-06	-0.02576
-1.424096e-06	-0.026432
-1.422096e-06	-0.025424
-1.420096e-06	-0.027776
-1.418096e-06	-0.026432
-1.416096e-06	-0.024752
-1.414096e-06	-0.024752
-1.412096e-06	-0.028448
-1.410096e-06	-0.02408
-1.408096e-06	-0.02744
-1.406096e-06	-0.026096
-1.404096e-06	-0.028784
-1.402096e-06	-0.024416
-1.400096e-06	-0.025424
-1.398096e-06	-0.025088
-1.396096e-06	-0.02744
-1.394096e-06	-0.023744
-1.392096e-06	-0.023072
-1.390096e-06	-0.026768
-1.388096e-06	-0.02408
-1.386096e-06	-0.023408
-1.384096e-06	-0.025088
-1.382096e-06	-0.024416
-1.380096e-06	-0.023408
-1.378096e-06	-0.024752
-1.376096e-06	-0.023408
-1.374096e-06	-0.02408
-1.372096e-06	-0.02408
-1.370096e-06	-0.02408
-1.368096e-06	-0.023744
-1.366096e-06	-0.02408
-1.364096e-06	-0.025088
-1.362096e-06	-0.026096
-1.360096e-06	-0.022736
-1.358096e-06	-0.024752
-1.356096e-06	-0.025088
-1.354096e-06	-0.024752
-1.352096e-06	-0.024416
-1.350096e-06	-0.024752
-1.348096e-06	-0.025088
-1.346096e-06	-0.023072
-1.344096e-06	-0.024416
-1.342096e-06	-0.025424
-1.340096e-06	-0.024416
-1.338096e-06	-0.0224
-1.336096e-06	-0.022736
-1.334096e-06	-0.026432
-1.332096e-06	-0.027104
-1.330096e-06	-0.025088
-1.328096e-06	-0.025088
-1.326096e-06	-0.02744
-1.324096e-06	-0.027776
-1.322096e-06	-0.026432
-1.320096e-06	-0.025424
-1.318096e-06	-0.026096
-1.316096e-06	-0.02744
-1.314096e-06	-0.02576
-1.312096e-06	-0.026096
-1.310096e-06	-0.02576
-1.308096e-06	-0.025088
-1.306096e-06	-0.025088
-1.304096e-06	-0.027776
-1.302096e-06	-0.026768
-1.300096e-06	-0.026432
-1.298096e-06	-0.025424
-1.296096e-06	-0.025088
-1.294096e-06	-0.025424
-1.292096e-06	-0.027776
-1.290096e-06	-0.025424
-1.288096e-06	-0.02408
-1.286096e-06	-0.026768
-1.284096e-06	-0.027104
-1.282096e-06	-0.026096
-1.280096e-06	-0.026768
-1.278096e-06	-0.021728
-1.276096e-06	-0.025088
-1.274096e-06	-0.02576
-1.272096e-06	-0.02408
-1.270096e-06	-0.023744
-1.268096e-06	-0.02408
-1.266096e-06	-0.023072
-1.264096e-06	-0.025424
-1.262096e-06	-0.026432
-1.260096e-06	-0.022736
-1.258096e-06	-0.024752
-1.256096e-06	-0.023744
-1.254096e-06	-0.026768
-1.252096e-06	-0.026768
-1.250096e-06	-0.023408
-1.248096e-06	-0.024752
-1.246096e-06	-0.024416
-1.244096e-06	-0.023744
-1.242096e-06	-0.024416
-1.240096e-06	-0.02576
-1.238096e-06	-0.02408
-1.236096e-06	-0.026768
-1.234096e-06	-0.025424
-1.232096e-06	-0.024416
-1.230096e-06	-0.02576
-1.228096e-06	-0.024416
-1.226096e-06	-0.02576
-1.224096e-06	-0.026096
-1.222096e-06	-0.026432
-1.220096e-06	-0.025424
-1.218096e-06	-0.02576
-1.216096e-06	-0.026096
-1.214096e-06	-0.025088
-1.212096e-06	-0.026096
-1.210096e-06	-0.027104
-1.208096e-06	-0.026096
-1.206096e-06	-0.025088
-1.204096e-06	-0.02576
-1.202096e-06	-0.027776
-1.200096e-06	-0.026432
-1.198096e-06	-0.026768
-1.196096e-06	-0.026096
-1.194096e-06	-0.026432
-1.192096e-06	-0.024752
-1.190096e-06	-0.023744
-1.188096e-06	-0.025088
-1.186096e-06	-0.027104
-1.184096e-06	-0.028112
-1.182096e-06	-0.025424
-1.180096e-06	-0.02744
-1.178096e-06	-0.024752
-1.176096e-06	-0.02576
-1.174096e-06	-0.023408
-1.172096e-06	-0.027104
-1.170096e-06	-0.026432
-1.168096e-06	-0.027104
-1.166096e-06	-0.026768
-1.164096e-06	-0.027104
-1.162096e-06	-0.026096
-1.160096e-06	-0.025088
-1.158096e-06	-0.026768
-1.156096e-06	-0.026096
-1.154096e-06	-0.026096
-1.152096e-06	-0.026096
-1.150096e-06	-0.026432
-1.148096e-06	-0.02576
-1.146096e-06	-0.025424
-1.144096e-06	-0.026432
-1.142096e-06	-0.02576
-1.140096e-06	-0.023408
-1.138096e-06	-0.02408
-1.136096e-06	-0.02576
-1.134096e-06	-0.025088
-1.132096e-06	-0.025088
-1.130096e-06	-0.023072
-1.128096e-06	-0.024416
-1.126096e-06	-0.026096
-1.124096e-06	-0.02408
-1.122096e-06	-0.02408
-1.120096e-06	-0.024416
-1.118096e-06	-0.023744
-1.116096e-06	-0.027776
-1.114096e-06	-0.025424
-1.112096e-06	-0.024416
-1.110096e-06	-0.024752
-1.108096e-06	-0.026432
-1.106096e-06	-0.025424
-1.104096e-06	-0.025088
-1.102096e-06	-0.025088
-1.100096e-06	-0.026096
-1.098096e-06	-0.026096
-1.096096e-06	-0.024416
-1.094096e-06	-0.023744
-1.092096e-06	-0.02576
-1.090096e-06	-0.024416
-1.088096e-06	-0.024416
-1.086096e-06	-0.02576
-1.084096e-06	-0.026096
-1.082096e-06	-0.024752
-1.080096e-06	-0.021728
-1.078096e-06	-0.024416
-1.076096e-06	-0.025088
-1.074096e-06	-0.023408
-1.072096e-06	-0.026432
-1.070096e-06	-0.024752
-1.068096e-06	-0.02408
-1.066096e-06	-0.022736
-1.064096e-06	-0.023408
-1.062096e-06	-0.024416
-1.060096e-06	-0.021056
-1.058096e-06	-0.02072
-1.056096e-06	-0.021056
-1.054096e-06	-0.020384
-1.052096e-06	-0.021392
-1.050096e-06	-0.02072
-1.048096e-06	-0.0224
-1.046096e-06	-0.0224
-1.044096e-06	-0.022064
-1.042096e-06	-0.02072
-1.040096e-06	-0.022064
-1.038096e-06	-0.021056
-1.036096e-06	-0.0224
-1.034096e-06	-0.018704
-1.032096e-06	-0.02072
-1.030096e-06	-0.020048
-1.028096e-06	-0.020048
-1.026096e-06	-0.018032
-1.024096e-06	-0.021728
-1.022096e-06	-0.020384
-1.020096e-06	-0.022736
-1.018096e-06	-0.021728
-1.016096e-06	-0.020384
-1.014096e-06	-0.019376
-1.012096e-06	-0.020048
-1.010096e-06	-0.023072
-1.008096e-06	-0.021056
-1.006096e-06	-0.020048
-1.004096e-06	-0.02072
-1.002096e-06	-0.021056
-1.000096e-06	-0.021056
-9.980964e-07	-0.018032
-9.960964e-07	-0.023744
-9.940964e-07	-0.021392
-9.920964e-07	-0.022064
-9.900964e-07	-0.019712
-9.880964e-07	-0.017696
-9.860964e-07	-0.021728
-9.840964e-07	-0.019376
-9.820964e-07	-0.02072
-9.800964e-07	-0.018368
-9.780964e-07	-0.020384
-9.760964e-07	-0.019712
-9.740964e-07	-0.018704
-9.720964e-07	-0.020048
-9.700964e-07	-0.018032
-9.680964e-07	-0.019376
-9.660964e-07	-0.018704
-9.640964e-07	-0.01904
-9.620964e-07	-0.018368
-9.600964e-07	-0.01904
-9.580964e-07	-0.020384
-9.560964e-07	-0.02072
-9.540964e-07	-0.018032
-9.520964e-07	-0.020384
-9.500964e-07	-0.017024
-9.480964e-07	-0.019712
-9.460964e-07	-0.017024
-9.440964e-07	-0.019376
-9.420964e-07	-0.01904
-9.400964e-07	-0.01904
-9.380964e-07	-0.018032
-9.360964e-07	-0.018368
-9.340964e-07	-0.01904
-9.320964e-07	-0.018032
-9.300964e-07	-0.01568
-9.280964e-07	-0.019376
-9.260964e-07	-0.018704
-9.240964e-07	-0.016352
-9.220964e-07	-0.019712
-9.200964e-07	-0.018032
-9.180964e-07	-0.019712
-9.160964e-07	-0.018368
-9.140964e-07	-0.018704
-9.120964e-07	-0.020384
-9.100964e-07	-0.018704
-9.080964e-07	-0.019712
-9.060964e-07	-0.019712
-9.040964e-07	-0.021392
-9.020964e-07	-0.01904
-9.000964e-07	-0.02072
-8.980964e-07	-0.019712
-8.960964e-07	-0.020384
-8.940964e-07	-0.01904
-8.920964e-07	-0.02072
-8.900964e-07	-0.01904
-8.880964e-07	-0.02072
-8.860964e-07	-0.020048
-8.840964e-07	-0.019376
-8.820964e-07	-0.018368
-8.800964e-07	-0.020048
-8.780964e-07	-0.018368
-8.760964e-07	-0.018704
-8.740964e-07	-0.018704
-8.720964e-07	-0.01904
-8.700964e-07	-0.019712
-8.680964e-07	-0.01904
-8.660964e-07	-0.019712
-8.640964e-07	-0.018032
-8.620964e-07	-0.019712
-8.600964e-07	-0.018704
-8.580964e-07	-0.019712
-8.560964e-07	-0.018032
