Temperature (K)	Pressure (bar)	Density (mol/l)	Volume (l/mol)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/bar)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
300.00	2990.0	24.447	0.040905	2.1624	14.393	7.5239	21.258	34.626	1010.6	-0.092058	550.40	0.093635	supercritical
300.00	3000.0	24.459	0.040885	2.1594	14.425	7.4939	21.267	34.625	1011.8	-0.092063	551.81	0.093765	supercritical
300.00	3010.0	24.471	0.040865	2.1565	14.457	7.4639	21.276	34.624	1013.0	-0.092069	553.22	0.093896	supercritical
300.00	3020.0	24.483	0.040844	2.1536	14.489	7.4340	21.286	34.623	1014.2	-0.092074	554.62	0.094026	supercritical
300.00	3030.0	24.495	0.040824	2.1507	14.520	7.4041	21.295	34.622	1015.5	-0.092078	556.03	0.094156	supercritical
300.00	3040.0	24.507	0.040804	2.1478	14.552	7.3743	21.304	34.621	1016.7	-0.092083	557.44	0.094286	supercritical
300.00	3050.0	24.519	0.040784	2.1450	14.584	7.3446	21.314	34.619	1017.9	-0.092087	558.85	0.094416	supercritical
300.00	3060.0	24.531	0.040765	2.1421	14.616	7.3150	21.323	34.618	1019.1	-0.092091	560.26	0.094545	supercritical
300.00	3070.0	24.543	0.040745	2.1393	14.648	7.2854	21.332	34.617	1020.2	-0.092095	561.66	0.094675	supercritical
300.00	3080.0	24.555	0.040725	2.1365	14.680	7.2559	21.341	34.616	1021.4	-0.092099	563.07	0.094804	supercritical
300.00	3090.0	24.567	0.040706	2.1337	14.712	7.2264	21.351	34.615	1022.6	-0.092103	564.48	0.094932	supercritical
300.00	3100.0	24.578	0.040686	2.1310	14.744	7.1970	21.360	34.615	1023.8	-0.092106	565.89	0.095061	supercritical
300.00	3110.0	24.590	0.040667	2.1282	14.776	7.1677	21.369	34.614	1025.0	-0.092109	567.30	0.095190	supercritical
300.00	3120.0	24.602	0.040647	2.1255	14.807	7.1385	21.378	34.613	1026.2	-0.092112	568.71	0.095318	supercritical
300.00	3130.0	24.614	0.040628	2.1228	14.839	7.1093	21.387	34.612	1027.4	-0.092115	570.11	0.095446	supercritical
300.00	3140.0	24.625	0.040609	2.1200	14.871	7.0802	21.396	34.611	1028.5	-0.092118	571.52	0.095574	supercritical
300.00	3150.0	24.637	0.040590	2.1174	14.903	7.0511	21.406	34.610	1029.7	-0.092120	572.93	0.095701	supercritical
300.00	3160.0	24.648	0.040570	2.1147	14.935	7.0221	21.415	34.610	1030.9	-0.092122	574.34	0.095829	supercritical
300.00	3170.0	24.660	0.040551	2.1120	14.967	6.9932	21.424	34.609	1032.1	-0.092124	575.75	0.095956	supercritical
300.00	3180.0	24.672	0.040532	2.1094	14.999	6.9643	21.433	34.608	1033.2	-0.092126	577.16	0.096083	supercritical
300.00	3190.0	24.683	0.040514	2.1068	15.031	6.9355	21.442	34.608	1034.4	-0.092128	578.57	0.096210	supercritical
300.00	3200.0	24.695	0.040495	2.1042	15.062	6.9068	21.451	34.607	1035.6	-0.092130	579.98	0.096337	supercritical
300.00	3210.0	24.706	0.040476	2.1016	15.094	6.8781	21.460	34.606	1036.7	-0.092131	581.39	0.096463	supercritical
300.00	3220.0	24.717	0.040457	2.0990	15.126	6.8495	21.469	34.606	1037.9	-0.092132	582.80	0.096590	supercritical
300.00	3230.0	24.729	0.040439	2.0964	15.158	6.8210	21.478	34.605	1039.1	-0.092133	584.21	0.096716	supercritical
300.00	3240.0	24.740	0.040420	2.0939	15.190	6.7925	21.487	34.605	1040.2	-0.092134	585.62	0.096842	supercritical
300.00	3250.0	24.751	0.040402	2.0914	15.222	6.7641	21.496	34.604	1041.4	-0.092135	587.04	0.096967	supercritical
300.00	3260.0	24.763	0.040383	2.0889	15.254	6.7357	21.504	34.604	1042.5	-0.092135	588.45	0.097093	supercritical
300.00	3270.0	24.774	0.040365	2.0864	15.286	6.7074	21.513	34.603	1043.7	-0.092136	589.86	0.097218	supercritical
300.00	3280.0	24.785	0.040347	2.0839	15.318	6.6791	21.522	34.603	1044.8	-0.092136	591.27	0.097344	supercritical
300.00	3290.0	24.796	0.040328	2.0814	15.349	6.6510	21.531	34.602	1046.0	-0.092136	592.68	0.097469	supercritical
300.00	3300.0	24.808	0.040310	2.0790	15.381	6.6228	21.540	34.602	1047.1	-0.092136	594.09	0.097593	supercritical
300.00	3310.0	24.819	0.040292	2.0765	15.413	6.5948	21.549	34.602	1048.3	-0.092136	595.51	0.097718	supercritical
300.00	3320.0	24.830	0.040274	2.0741	15.445	6.5668	21.558	34.601	1049.4	-0.092135	596.92	0.097843	supercritical
300.00	3330.0	24.841	0.040256	2.0717	15.477	6.5388	21.566	34.601	1050.6	-0.092135	598.33	0.097967	supercritical
300.00	3340.0	24.852	0.040238	2.0693	15.509	6.5109	21.575	34.601	1051.7	-0.092134	599.74	0.098091	supercritical
300.00	3350.0	24.863	0.040220	2.0669	15.541	6.4831	21.584	34.601	1052.8	-0.092133	601.16	0.098215	supercritical
300.00	3360.0	24.874	0.040203	2.0645	15.573	6.4553	21.593	34.600	1054.0	-0.092132	602.57	0.098339	supercritical
300.00	3370.0	24.885	0.040185	2.0622	15.604	6.4276	21.601	34.600	1055.1	-0.092131	603.98	0.098462	supercritical
300.00	3380.0	24.896	0.040167	2.0599	15.636	6.3999	21.610	34.600	1056.2	-0.092130	605.39	0.098586	supercritical
300.00	3390.0	24.907	0.040150	2.0575	15.668	6.3723	21.619	34.600	1057.4	-0.092128	606.81	0.098709	supercritical
300.00	3400.0	24.918	0.040132	2.0552	15.700	6.3448	21.627	34.600	1058.5	-0.092127	608.22	0.098832	supercritical
300.00	3410.0	24.929	0.040114	2.0529	15.732	6.3173	21.636	34.600	1059.6	-0.092125	609.64	0.098955	supercritical
300.00	3420.0	24.939	0.040097	2.0506	15.764	6.2898	21.645	34.600	1060.7	-0.092123	611.05	0.099078	supercritical
300.00	3430.0	24.950	0.040080	2.0484	15.796	6.2624	21.653	34.600	1061.9	-0.092121	612.46	0.099200	supercritical
300.00	3440.0	24.961	0.040062	2.0461	15.828	6.2351	21.662	34.600	1063.0	-0.092119	613.88	0.099322	supercritical
300.00	3450.0	24.972	0.040045	2.0439	15.859	6.2078	21.670	34.600	1064.1	-0.092117	615.29	0.099445	supercritical
300.00	3460.0	24.983	0.040028	2.0417	15.891	6.1806	21.679	34.600	1065.2	-0.092115	616.71	0.099567	supercritical
300.00	3470.0	24.993	0.040011	2.0395	15.923	6.1535	21.688	34.600	1066.3	-0.092112	618.12	0.099689	supercritical
300.00	3480.0	25.004	0.039994	2.0373	15.955	6.1264	21.696	34.600	1067.4	-0.092109	619.54	0.099810	supercritical
300.00	3490.0	25.015	0.039977	2.0351	15.987	6.0993	21.705	34.600	1068.6	-0.092107	620.95	0.099932	supercritical
300.00	3500.0	25.025	0.039960	2.0329	16.019	6.0723	21.713	34.600	1069.7	-0.092104	622.37	0.10005	supercritical
300.00	3510.0	25.036	0.039943	2.0307	16.051	6.0454	21.722	34.600	1070.8	-0.092101	623.79	0.10017	supercritical
300.00	3520.0	25.046	0.039926	2.0286	16.083	6.0185	21.730	34.600	1071.9	-0.092098	625.20	0.10030	supercritical
300.00	3530.0	25.057	0.039909	2.0265	16.114	5.9916	21.739	34.600	1073.0	-0.092094	626.62	0.10042	supercritical
300.00	3540.0	25.067	0.039892	2.0244	16.146	5.9648	21.747	34.600	1074.1	-0.092091	628.04	0.10054	supercritical
300.00	3550.0	25.078	0.039876	2.0223	16.178	5.9381	21.756	34.601	1075.2	-0.092088	629.45	0.10066	supercritical
300.00	3560.0	25.088	0.039859	2.0202	16.210	5.9114	21.764	34.601	1076.3	-0.092084	630.87	0.10078	supercritical
300.00	3570.0	25.099	0.039843	2.0181	16.242	5.8848	21.772	34.601	1077.4	-0.092080	632.29	0.10090	supercritical
300.00	3580.0	25.109	0.039826	2.0160	16.274	5.8582	21.781	34.601	1078.5	-0.092076	633.70	0.10102	supercritical
300.00	3590.0	25.120	0.039810	2.0140	16.306	5.8317	21.789	34.602	1079.6	-0.092073	635.12	0.10114	supercritical
300.00	3600.0	25.130	0.039793	2.0119	16.337	5.8052	21.798	34.602	1080.7	-0.092068	636.54	0.10126	supercritical
300.00	3610.0	25.140	0.039777	2.0099	16.369	5.7788	21.806	34.602	1081.7	-0.092064	637.96	0.10138	supercritical
300.00	3620.0	25.151	0.039760	2.0079	16.401	5.7524	21.814	34.603	1082.8	-0.092060	639.37	0.10150	supercritical
300.00	3630.0	25.161	0.039744	2.0059	16.433	5.7261	21.823	34.603	1083.9	-0.092056	640.79	0.10162	supercritical
300.00	3640.0	25.171	0.039728	2.0039	16.465	5.6998	21.831	34.603	1085.0	-0.092051	642.21	0.10174	supercritical
300.00	3650.0	25.181	0.039712	2.0019	16.497	5.6736	21.839	34.604	1086.1	-0.092047	643.63	0.10185	supercritical
300.00	3660.0	25.192	0.039696	1.9999	16.529	5.6474	21.847	34.604	1087.2	-0.092042	645.05	0.10197	supercritical
300.00	3670.0	25.202	0.039680	1.9980	16.560	5.6213	21.856	34.605	1088.2	-0.092037	646.47	0.10209	supercritical
300.00	3680.0	25.212	0.039664	1.9961	16.592	5.5952	21.864	34.605	1089.3	-0.092032	647.89	0.10221	supercritical
300.00	3690.0	25.222	0.039648	1.9941	16.624	5.5692	21.872	34.605	1090.4	-0.092027	649.31	0.10233	supercritical
300.00	3700.0	25.232	0.039632	1.9922	16.656	5.5432	21.880	34.606	1091.5	-0.092022	650.73	0.10245	supercritical
300.00	3710.0	25.242	0.039616	1.9903	16.688	5.5173	21.889	34.606	1092.6	-0.092017	652.15	0.10256	supercritical
300.00	3720.0	25.252	0.039600	1.9884	16.720	5.4914	21.897	34.607	1093.6	-0.092011	653.57	0.10268	supercritical
300.00	3730.0	25.263	0.039584	1.9865	16.751	5.4655	21.905	34.607	1094.7	-0.092006	654.99	0.10280	supercritical
300.00	3740.0	25.273	0.039569	1.9847	16.783	5.4397	21.913	34.608	1095.8	-0.092001	656.41	0.10292	supercritical
300.00	3750.0	25.283	0.039553	1.9828	16.815	5.4140	21.921	34.609	1096.8	-0.091995	657.83	0.10303	supercritical
300.00	3760.0	25.293	0.039537	1.9810	16.847	5.3883	21.929	34.609	1097.9	-0.091989	659.25	0.10315	supercritical
300.00	3770.0	25.303	0.039522	1.9791	16.879	5.3627	21.938	34.610	1099.0	-0.091983	660.67	0.10327	supercritical
300.00	3780.0	25.312	0.039506	1.9773	16.911	5.3371	21.946	34.610	1100.0	-0.091978	662.09	0.10339	supercritical
300.00	3790.0	25.322	0.039491	1.9755	16.943	5.3115	21.954	34.611	1101.1	-0.091972	663.52	0.10350	supercritical
300.00	3800.0	25.332	0.039475	1.9737	16.974	5.2860	21.962	34.612	1102.1	-0.091965	664.94	0.10362	supercritical
300.00	3810.0	25.342	0.039460	1.9719	17.006	5.2606	21.970	34.612	1103.2	-0.091959	666.36	0.10374	supercritical
300.00	3820.0	25.352	0.039445	1.9701	17.038	5.2351	21.978	34.613	1104.2	-0.091953	667.78	0.10385	supercritical
300.00	3830.0	25.362	0.039429	1.9684	17.070	5.2098	21.986	34.614	1105.3	-0.091947	669.20	0.10397	supercritical
300.00	3840.0	25.372	0.039414	1.9666	17.102	5.1845	21.994	34.614	1106.4	-0.091940	670.63	0.10409	supercritical
300.00	3850.0	25.381	0.039399	1.9649	17.133	5.1592	22.002	34.615	1107.4	-0.091934	672.05	0.10420	supercritical
300.00	3860.0	25.391	0.039384	1.9631	17.165	5.1339	22.010	34.616	1108.5	-0.091927	673.47	0.10432	supercritical
300.00	3870.0	25.401	0.039369	1.9614	17.197	5.1088	22.018	34.617	1109.5	-0.091920	674.90	0.10443	supercritical
300.00	3880.0	25.411	0.039354	1.9597	17.229	5.0836	22.026	34.618	1110.5	-0.091914	676.32	0.10455	supercritical
300.00	3890.0	25.420	0.039339	1.9580	17.261	5.0585	22.034	34.618	1111.6	-0.091907	677.74	0.10466	supercritical
300.00	3900.0	25.430	0.039324	1.9563	17.293	5.0335	22.042	34.619	1112.6	-0.091900	679.17	0.10478	supercritical
300.00	3910.0	25.440	0.039309	1.9547	17.324	5.0085	22.050	34.620	1113.7	-0.091893	680.59	0.10489	supercritical
300.00	3920.0	25.449	0.039294	1.9530	17.356	4.9835	22.058	34.621	1114.7	-0.091886	682.02	0.10501	supercritical
300.00	3930.0	25.459	0.039279	1.9513	17.388	4.9586	22.066	34.622	1115.8	-0.091879	683.44	0.10512	supercritical
300.00	3940.0	25.468	0.039264	1.9497	17.420	4.9337	22.074	34.623	1116.8	-0.091871	684.87	0.10524	supercritical
300.00	3950.0	25.478	0.039250	1.9481	17.452	4.9089	22.082	34.623	1117.8	-0.091864	686.29	0.10535	supercritical
300.00	3960.0	25.488	0.039235	1.9464	17.483	4.8841	22.089	34.624	1118.9	-0.091857	687.72	0.10547	supercritical
300.00	3970.0	25.497	0.039220	1.9448	17.515	4.8593	22.097	34.625	1119.9	-0.091849	689.14	0.10558	supercritical
300.00	3980.0	25.507	0.039206	1.9432	17.547	4.8346	22.105	34.626	1120.9	-0.091842	690.57	0.10570	supercritical
300.00	3990.0	25.516	0.039191	1.9416	17.579	4.8100	22.113	34.627	1122.0	-0.091834	692.00	0.10581	supercritical
300.00	4000.0	25.526	0.039176	1.9401	17.611	4.7854	22.121	34.628	1123.0	-0.091826	693.42	0.10592	supercritical
300.00	4010.0	25.535	0.039162	1.9385	17.642	4.7608	22.129	34.629	1124.0	-0.091818	694.85	0.10604	supercritical
300.00	4020.0	25.544	0.039147	1.9369	17.674	4.7363	22.136	34.630	1125.0	-0.091811	696.28	0.10615	supercritical
300.00	4030.0	25.554	0.039133	1.9354	17.706	4.7118	22.144	34.631	1126.1	-0.091803	697.70	0.10626	supercritical
300.00	4040.0	25.563	0.039119	1.9338	17.738	4.6873	22.152	34.632	1127.1	-0.091795	699.13	0.10638	supercritical
300.00	4050.0	25.573	0.039104	1.9323	17.770	4.6629	22.160	34.633	1128.1	-0.091786	700.56	0.10649	supercritical
300.00	4060.0	25.582	0.039090	1.9308	17.801	4.6385	22.167	34.634	1129.1	-0.091778	701.99	0.10660	supercritical
300.00	4070.0	25.591	0.039076	1.9293	17.833	4.6142	22.175	34.635	1130.1	-0.091770	703.41	0.10672	supercritical
300.00	4080.0	25.601	0.039062	1.9278	17.865	4.5899	22.183	34.636	1131.2	-0.091762	704.84	0.10683	supercritical
300.00	4090.0	25.610	0.039047	1.9263	17.897	4.5657	22.191	34.637	1132.2	-0.091753	706.27	0.10694	supercritical
300.00	4100.0	25.619	0.039033	1.9248	17.929	4.5415	22.198	34.638	1133.2	-0.091745	707.70	0.10705	supercritical
300.00	4110.0	25.628	0.039019	1.9234	17.960	4.5173	22.206	34.639	1134.2	-0.091737	709.13	0.10717	supercritical
300.00	4120.0	25.638	0.039005	1.9219	17.992	4.4932	22.214	34.641	1135.2	-0.091728	710.56	0.10728	supercritical
300.00	4130.0	25.647	0.038991	1.9205	18.024	4.4691	22.221	34.642	1136.2	-0.091719	711.99	0.10739	supercritical
300.00	4140.0	25.656	0.038977	1.9190	18.056	4.4451	22.229	34.643	1137.2	-0.091711	713.42	0.10750	supercritical
300.00	4150.0	25.665	0.038963	1.9176	18.087	4.4211	22.237	34.644	1138.2	-0.091702	714.85	0.10762	supercritical
300.00	4160.0	25.674	0.038949	1.9162	18.119	4.3971	22.244	34.645	1139.3	-0.091693	716.28	0.10773	supercritical
300.00	4170.0	25.683	0.038936	1.9148	18.151	4.3732	22.252	34.646	1140.3	-0.091684	717.71	0.10784	supercritical
300.00	4180.0	25.693	0.038922	1.9134	18.183	4.3493	22.260	34.648	1141.3	-0.091675	719.14	0.10795	supercritical
300.00	4190.0	25.702	0.038908	1.9120	18.214	4.3255	22.267	34.649	1142.3	-0.091666	720.57	0.10806	supercritical
300.00	4200.0	25.711	0.038894	1.9106	18.246	4.3017	22.275	34.650	1143.3	-0.091657	722.00	0.10817	supercritical
300.00	4210.0	25.720	0.038881	1.9092	18.278	4.2779	22.282	34.651	1144.3	-0.091648	723.43	0.10828	supercritical
300.00	4220.0	25.729	0.038867	1.9079	18.310	4.2542	22.290	34.652	1145.3	-0.091639	724.86	0.10839	supercritical
300.00	4230.0	25.738	0.038853	1.9065	18.341	4.2305	22.297	34.654	1146.3	-0.091630	726.29	0.10851	supercritical
300.00	4240.0	25.747	0.038840	1.9052	18.373	4.2069	22.305	34.655	1147.3	-0.091620	727.72	0.10862	supercritical
300.00	4250.0	25.756	0.038826	1.9038	18.405	4.1832	22.312	34.656	1148.2	-0.091611	729.16	0.10873	supercritical
300.00	4260.0	25.765	0.038813	1.9025	18.437	4.1597	22.320	34.657	1149.2	-0.091602	730.59	0.10884	supercritical
300.00	4270.0	25.774	0.038799	1.9012	18.468	4.1361	22.327	34.659	1150.2	-0.091592	732.02	0.10895	supercritical
300.00	4280.0	25.783	0.038786	1.8999	18.500	4.1126	22.335	34.660	1151.2	-0.091583	733.45	0.10906	supercritical
300.00	4290.0	25.792	0.038772	1.8986	18.532	4.0892	22.342	34.661	1152.2	-0.091573	734.89	0.10917	supercritical
300.00	4300.0	25.800	0.038759	1.8973	18.564	4.0658	22.350	34.663	1153.2	-0.091563	736.32	0.10928	supercritical
300.00	4310.0	25.809	0.038746	1.8960	18.595	4.0424	22.357	34.664	1154.2	-0.091554	737.75	0.10939	supercritical
300.00	4320.0	25.818	0.038732	1.8947	18.627	4.0190	22.365	34.665	1155.2	-0.091544	739.19	0.10950	supercritical
300.00	4330.0	25.827	0.038719	1.8935	18.659	3.9957	22.372	34.667	1156.2	-0.091534	740.62	0.10961	supercritical
300.00	4340.0	25.836	0.038706	1.8922	18.691	3.9725	22.380	34.668	1157.1	-0.091524	742.06	0.10972	supercritical
300.00	4350.0	25.845	0.038693	1.8910	18.722	3.9492	22.387	34.670	1158.1	-0.091514	743.49	0.10983	supercritical
300.00	4360.0	25.853	0.038680	1.8898	18.754	3.9260	22.394	34.671	1159.1	-0.091504	744.92	0.10994	supercritical
300.00	4370.0	25.862	0.038667	1.8885	18.786	3.9029	22.402	34.672	1160.1	-0.091494	746.36	0.11005	supercritical
300.00	4380.0	25.871	0.038653	1.8873	18.818	3.8797	22.409	34.674	1161.1	-0.091484	747.79	0.11015	supercritical
